RNG_test using PractRand version 0.93
RNG = RNG_stdin, seed = 0x825fee5c
test set = normal, folding = standard(unknown format)

rng=RNG_stdin, seed=0x825fee5c
length= 16 megabytes (2^24 bytes), time= 0.3 seconds
  Test Name                         Raw       Processed     Evaluation
  [Low4/32]BCFN(2+5,13-8,T)         R=  +0.1  p = 0.417     normal           
  [Low4/32]BCFN(2+6,13-9,T)         R=  -1.7  p = 0.779     normal           
  [Low4/32]BCFN(2+7,13-9,T)         R=  +0.3  p = 0.367     normal           
  [Low4/32]DC6-9x1Bytes-1           R=  +3.8  p = 0.052     normal           
  [Low4/32]Gap-16:A                 R=  +0.6  p = 0.463     normal           
  [Low4/32]Gap-16:B                 R=  +0.2  p = 0.441     normal           
  [Low4/32]FPF-14+6/16:(0,14-3)     R=  +2.8  p = 0.028     normal           
  [Low4/32]FPF-14+6/16:(1,14-4)     R=  -1.1  p = 0.778     normal           
  [Low4/32]FPF-14+6/16:(2,14-5)     R=  +2.1  p = 0.072     normal           
  [Low4/32]FPF-14+6/16:(3,14-5)     R=  -1.8  p = 0.906     normal           
  [Low4/32]FPF-14+6/16:(4,14-6)     R=  -1.6  p = 0.871     normal           
  [Low4/32]FPF-14+6/16:(5,14-7)     R=  +0.9  p = 0.247     normal           
  [Low4/32]FPF-14+6/16:(6,14-8)     R=  -0.7  p = 0.676     normal           
  [Low4/32]FPF-14+6/16:(7,14-8)     R=  +4.8  p =  1.7e-3   normal           
  [Low4/32]FPF-14+6/16:(8,14-9)     R=  -1.5  p = 0.872     normal           
  [Low4/32]FPF-14+6/16:(9,14-10)    R=  +0.0  p = 0.445     normal           
  [Low4/32]FPF-14+6/16:(10,14-11)   R=  +1.1  p = 0.189     normal           
  [Low4/32]FPF-14+6/16:(11,14-11)   R=  -1.4  p = 0.868     normal           
  [Low4/32]FPF-14+6/16:all          R=  +1.5  p = 0.154     normal           
  [Low4/32]FPF-14+6/16:all2         R=  +2.0  p = 0.047     normal           
  [Low4/32]FPF-14+6/16:cross        R=  +0.8  p = 0.195     normal           
  [Low4/32]BRank(12):128(2)         R=  -1.0  p~= 0.744     normal           
  [Low4/32]BRank(12):256(2)         R=  +0.8  p~= 0.293     normal           
  [Low4/32]BRank(12):384(1)         R=  +1.8  p~= 0.146     normal           
  [Low1/32]BCFN(2+0,13-8,T)         R=  -1.7  p = 0.748     normal           
  [Low1/32]BCFN(2+1,13-8,T)         R=  +0.3  p = 0.380     normal           
  [Low1/32]BCFN(2+2,13-8,T)         R=  +0.3  p = 0.378     normal           
  [Low1/32]BCFN(2+3,13-8,T)         R=  +1.0  p = 0.278     normal           
  [Low1/32]BCFN(2+4,13-9,T)         R=  +0.6  p = 0.316     normal           
  [Low1/32]BCFN(2+5,13-9,T)         R=  +0.7  p = 0.298     normal           
  [Low1/32]DC6-9x1Bytes-1           R=  -0.4  p = 0.652     normal           
  [Low1/32]Gap-16:A                 R=  +1.3  p = 0.228     normal           
  [Low1/32]Gap-16:B                 R=  -0.6  p = 0.644     normal           
  [Low1/32]FPF-14+6/16:(0,14-5)     R=  -1.7  p = 0.892     normal           
  [Low1/32]FPF-14+6/16:(1,14-5)     R=  -0.1  p = 0.538     normal           
  [Low1/32]FPF-14+6/16:(2,14-6)     R=  +0.6  p = 0.335     normal           
  [Low1/32]FPF-14+6/16:(3,14-7)     R=  +1.5  p = 0.151     normal           
  [Low1/32]FPF-14+6/16:(4,14-8)     R=  -0.9  p = 0.730     normal           
  [Low1/32]FPF-14+6/16:(5,14-8)     R=  -1.4  p = 0.850     normal           
  [Low1/32]FPF-14+6/16:(6,14-9)     R=  +2.5  p = 0.053     normal           
  [Low1/32]FPF-14+6/16:(7,14-10)    R=  -0.9  p = 0.712     normal           
  [Low1/32]FPF-14+6/16:(8,14-11)    R=  +0.5  p = 0.298     normal           
  [Low1/32]FPF-14+6/16:(9,14-11)    R=  -1.4  p = 0.866     normal           
  [Low1/32]FPF-14+6/16:all          R=  -0.9  p = 0.728     normal           
  [Low1/32]FPF-14+6/16:all2         R=  -0.5  p = 0.632     normal           
  [Low1/32]FPF-14+6/16:cross        R=  -0.2  p = 0.539     normal           
  [Low1/32]BRank(12):128(2)         R=  -1.0  p~= 0.744     normal           
  [Low1/32]BRank(12):256(1)         R=  -0.7  p~= 0.689     normal           

